,Unnamed: 0,Clean_Headlines
29,29," 'The Israeli military said Sunday that Hamas had killed the hostages before they were discovered by Israeli troops on Saturday.', 'web_url'"
30,30," 'In strikes and protests, many Israelis are pushing their government to prioritize the release of hostages above the immediate defeat of Hamas. But Prime Minister Benjamin Netanyahu has refused to change course.', 'web_url'"
31,31," 'With witnesses and Palestinian officials accusing Israeli soldiers of firing the fatal shots, “an Israeli investigation is not adequate,” the family said in a statement.', 'web_url'"
32,32," 'More than 60 living hostages, and the bodies of about 35 others taken captive on Oct. 7, 2023, are still in Gaza, the Israeli authorities say.', 'web_url'"
33,33," 'The union, which predates Israel’s founding, led a strike last year that helped force Prime Minister Benjamin Netanyahu to suspend a plan to overhaul the judiciary.', 'web_url'"
34,34," 'Appearing together publicly for the first time in the history of their agencies, the heads of the U.S. and British intelligence services discussed Ukraine’s incursion into Russia and the war in Gaza.', 'web_url'"
35,35," 'Yahya Sinwar, the group’s political chief, was charged with carrying out the attacks that resulted in the killing of at least 43 Americans. Five other Hamas senior leaders were also charged.', 'web_url'"
36,36," 'Demonstrations spread across cities around the country after the Israeli military said it had recovered the bodies of six hostages killed in Gaza.', 'web_url'"
37,37," 'In 2016, the global health authorities removed a type of poliovirus from the oral vaccine. The virus caused a growing number of outbreaks and has now arrived in Gaza.', 'web_url'"
38,38," 'Hersh Goldberg-Polin was among the hostages whose bodies were found on Saturday. Many remembered him as a gleeful and good-humored person — who later became a symbol of hope.', 'web_url'"
39,39," 'Plus, the U.S. coffee wars are heating up.', 'web_url'"
40,40," 'The Israeli military asked the public not to speculate, but many Israelis assumed the announcement referred to dead hostages. The news amplified calls for a cease-fire and hostage-release deal.', 'web_url'"
41,41," 'In his first news conference since the bodies of six killed hostages were recovered, Prime Minister Benjamin Netanyahu refused to budge on his conditions for any truce in Gaza.', 'web_url'"
42,42," 'The officers were shot and killed in what the Israeli police said was a terrorist attack. The incident followed a rise in Palestinian and Israeli violence, as Israel’s military raids Palestinian cities.', 'web_url'"
43,43," 'A 20-year-old Pakistani citizen was arrested in Canada after plotting to carry out a mass shooting at a Jewish center in New York, according to the Justice Department.', 'web_url'"
44,44," 'President Biden and Prime Minister Benjamin Netanyahu of Israel are at odds once again as negotiations over a cease-fire and hostage release deal drag on.', 'web_url'"
45,45," 'Her trip to the West Bank, where she was shot on Friday, was Ms. Eygi’s latest effort in years of activism that began nearly a decade ago when was still a teenager.', 'web_url'"
46,46," 'Aysenur Ezgi Eygi, a 26-year-old American, was shot at a protest against an Israeli outpost in the West Bank town of Beita.', 'web_url'"
47,47," 'His publication, Tikkun, was a leading voice for left-wing American Jews. His ideas about “the politics of meaning” were embraced by Hillary Clinton.', 'web_url'"
48,48," 'Hamas leaders spent years developing an underground warfare plan. Records from the battlefield show the group’s preparations, including blast doors to protect against Israeli bombs and soldiers.', 'web_url'"
49,49," 'JD Vance’s campaign said he “doesn’t believe in guilt-by-association cancel culture” but doesn’t share the views of Tucker Carlson’s guest, who claimed the Holocaust was not premeditated genocide.', 'web_url'"
50,50," 'As well as its conflict with Hamas, Israel is battling along its border with Lebanon, waging a counterinsurgency in the occupied West Bank and exchanging sporadic fire with Iran and its regional proxies.', 'web_url'"
51,51," 'Colleges and universities are democracy’s greatest arsenal. They do not need the unanimity of the graveyard.', 'web_url'"
52,52," 'One of the victims, Hersh Goldberg-Polin, was a dual Israeli American citizen.', 'web_url'"
53,53," 'As the mass vaccination campaign shifted Thursday from central to southern Gaza, an Israeli strike reportedly killed four in an area where inoculations had just concluded.', 'web_url'"
54,54," 'In the Nur Shams area near Tulkarm, Israeli bulldozers have chewed up large chunks of the roads, and many homes have been left without running water and internet. One family mourned the death of a relative they said was killed in the raid.', 'web_url'"
55,55," 'The columnist Thomas L. Friedman explains what Netanyahu’s three key goals mean for the upcoming U.S. election.', 'web_url'"
56,56," 'More than 50 African leaders have gathered in Beijing for a summit aimed at projecting the influence of China’s leader, Xi Jinping, in the developing world.', 'web_url'"
57,57," 'The operation is the largest Israeli military incursion in over a year into the West Bank, which has become a third front in a conflict also being fought in Gaza and along the border with Lebanon.', 'web_url'"
58,58," 'The latest proposals to bridge the remaining gaps between Israel and Hamas have yet to be finalized. Both Israel and Hamas have expressed pessimism over the prospects for an agreement.', 'web_url'"
59,59," 'Gaza’s vast and complex subterranean network shelters many of Hamas’s remaining leaders, and is a key obstacle to eradicating the group.', 'web_url'"
60,60," 'Israel has ramped up a crackdown in the Israeli-occupied territory since before the Israel-Hamas war began last Oct. 7. Here are some of the major raids.', 'web_url'"
61,61," 'Also, the Supreme Court blocked another Biden student debt plan, for now. Here’s the latest at the end of Wednesday.', 'web_url'"
62,62," 'Plus, the Paralympics begin in Paris.', 'web_url'"
63,63," 'The Israeli prime minister’s approach to Gaza and the hostages is plainly tied up in his political self-interest.', 'web_url'"
64,64," 'The operation follows months of escalating Israeli raids, where nearly three million Palestinians live under Israeli military rule.', 'web_url'"
65,65," 'Hundreds of troops entered cities in the occupied territory, targeting Palestinian militants. It was a significant escalation after months of raids that have unfolded alongside the war in Gaza.', 'web_url'"
66,66," 'Hezbollah’s conflict with Israel has already damaged south Lebanon. Now it could escalate, regardless of what anyone else in Lebanon thinks.', 'web_url'"
67,67," 'For decades, Jenin has played a central role in fighting against occupying powers.', 'web_url'"
68,68," 'Plus, battling mpox in Congo.', 'web_url'"
69,69," 'The former president can win by talking up his successes.', 'web_url'"
70,70," 'The Bedouins of the Negev desert suffered painful losses on Oct. 7, but less attention has been focused on their plight than on some of the other victims of the Hamas-led attack.', 'web_url'"
71,71," 'For people across the region, any relief that the adversaries had stepped back from an all-out war mixed with fears that the conflicts in Gaza and Lebanon remained unresolved.', 'web_url'"
72,72," 'A Bedouin Arab citizen of Israel was rescued after Israeli commandos found him alone in an underground warren, apparently abandoned by his captors.', 'web_url'"
73,73," 'Seven Americans remain held in Gaza by Hamas. An eighth American, Hersh Goldberg-Polin, was among the hostages whose bodies were recovered on Saturday.', 'web_url'"
74,74," 'The child, who had been visiting the Hecht Museum in Haifa, wanted to know what was in the jar, his father said. He and his family have been invited to return when the artifact is restored.', 'web_url'"
75,75," 'Plus, a new theory about orca boat attacks.', 'web_url'"
76,76," 'Israeli soldiers and special forces found Farhan al-Qadi by chance as they were combing through a tunnel network in southern Gaza.', 'web_url'"
77,77," 'Higher education should be tolerant but never neutral.', 'web_url'"
78,78," 'The president returned to his refuge in Rehoboth Beach, Del., and hardly emerged as his job continued apace. Locals understood, but said they missed getting ice cream with him.', 'web_url'"
79,79," 'After students at the University of North Carolina shielded a U.S. flag from protesters, admirers raised money to throw a “rager” in their honor. Some didn’t want it.', 'web_url'"
80,80," 'Farhan al-Qadi, who was recovering in a medical center in southern Israel, told relatives and friends he had spent much of his captivity in darkness.', 'web_url'"
81,81," 'Our window to rescue the remaining hostages in Gaza is closing, and Prime Minister Benjamin Netanyahu is fastening the latch.', 'web_url'"
82,82," 'After the recovery of six hostages that the Israeli military said had been killed by Hamas, demonstrators filled the streets of Tel Aviv demanding that the government do more to bring the remaining hostages home.', 'web_url'"
83,83," 'In the latest in a series of provocations, Itamar Ben-Gvir agreed that a new synagogue should be built at the site, which Jews call the Temple Mount and Muslims know as the Aqsa Mosque complex.', 'web_url'"
84,84," 'Israeli forces have freed eight hostages in military operations in Gaza since Oct. 7, out of the approximately 250 abducted in the Hamas-led attacks.', 'web_url'"
85,85," 'Israelis demonstrated outside Prime Minister Benjamin Netanyahu’s office after the military recovered the bodies of six killed hostages from a tunnel underneath Rafah, Gaza.', 'web_url'"
86,86," 'The escalating strikes across the Israel-Lebanon border fueled fears of a bigger conflagration, but both sides signaled that they were de-escalating, for now.', 'web_url'"
87,87," 'One of the hostages, Hersh Goldberg-Polin, was an American citizen.', 'web_url'"
88,88," 'Israel on Sunday launched what it described as a pre-emptive strike against a major attack that Hezbollah was planning on Israeli territory. Hezbollah fired its own barrage later in the day.', 'web_url'"
89,89," 'After weeks of regional fears about a broader war, Hezbollah’s limited attack on Israel suggests that Iran, like its ally, wants to hem in the risk of escalation.', 'web_url'"
90,90," 'Plus, an ambitious, risky private space mission.', 'web_url'"
91,91," 'Yahya Sinwar’s ability to evade capture or death has denied Israel a military success in a war that began after he planned the Oct. 7 attacks.', 'web_url'"
92,92," 'Israel and Hamas agreed to pause the war to permit the vaccination of 640,000 children in Gaza, a daunting effort for health workers.', 'web_url'"
93,93," 'Israel and the Lebanese militia Hezbollah carried out some of their heaviest cross-border attacks in months on Sunday morning.', 'web_url'"
94,94," 'Israel and Hamas have agreed to brief pauses in fighting so that humanitarian workers can begin an inoculation campaign.', 'web_url'"
95,95," 'His work provided the basis for the worldwide best seller “The Bible Code,” but he later rejected the book as unscientific.', 'web_url'"
96,96," 'Starting Sunday, the Israeli military and Hamas will observe brief, staggered pauses in fighting to allow 640,000 Gazan children to be vaccinated, U.N. officials said.', 'web_url'"
97,97," 'The group, which had previously resisted defining “antisemitism,” issued a definition, and called on the university to institute anti-bias training and revamp its systems for handling complaints.', 'web_url'"
98,98," 'Relief that an eruption of violence across the border between Israel and Lebanon has been contained is tempered by a lack of progress in ending the fighting in Gaza.', 'web_url'"
99,99," 'American officials are sending a signal to Iran and its allies, in the form of two aircraft carrier groups and a guided-missile submarine.', 'web_url'"
100,100," 'Last week’s Democratic National Convention surfaced differences over the war in Gaza that could widen fissures between labor activists and union officials.', 'web_url'"
101,101," 'Plus, complacency as Covid cases surge.', 'web_url'"
102,102," 'Hezbollah’s long-dreaded retaliation for the killing of a senior commander appeared to be over before it began. But analysts said tensions could yet escalate further.', 'web_url'"
103,103," 'An infant boy is the first confirmed case of polio in Gaza in 25 years. The World Health Organization and the United Nations are now working to stop the spread of the disease in the strip.', 'web_url'"
104,104," 'Programs are too ideological, exacerbate the problems they intend to solve and are incompatible with cultivating critical thinking.', 'web_url'"
105,105," 'A wider outbreak in the conflict zone would be difficult to contain and could spread far, experts fear.', 'web_url'"
106,106," 'Mediators in truce negotiations, including the C.I.A. director and President Biden’s Middle East envoy, are seeking a summit next week to keep the struggling talks alive.', 'web_url'"
107,107," 'The militant group was founded in Gaza in the 1980s, but remains far smaller and holds less sway than Hamas.', 'web_url'"
108,108," 'The World Health Organization’s top representative in Gaza said Israel agreed to temporarily pause its military operations in designated areas during the hours vaccines would be administered to children.', 'web_url'"
109,109," 'A bigger disaster may have been avoided, even as the region continues to teeter on the brink of wider war.', 'web_url'"
110,110," 'The U.N. agency said that none of its employees was harmed in the shooting, which occurred Tuesday night near an Israeli military checkpoint.', 'web_url'"
111,111," 'After Israel recovered the bodies of six men who died in Hamas captivity in Gaza, survivors accused the government of sinking the chances of hostages returning alive through a cease-fire deal.', 'web_url'"
112,112," 'Renewed violence has cast a spotlight on the territory, where more than 600 Palestinians have been killed in clashes with the Israeli military since Oct. 7.', 'web_url'"
113,113," 'The White House has told Congress it is allowing the sale of $20 billion in arms to Israel. Here’s what’s in the package.', 'web_url'"
114,114," 'The marginalized Bedouin community suffered deaths and abductions during the Hamas-led Oct. 7 attack, and also ache for their Palestinian relatives in Gaza.', 'web_url'"
115,115," 'Former President Donald J. Trump blames President Biden for crises around the globe. But the reality is that presidents inherit a world already hurtling through history.', 'web_url'"
116,116," 'The man expressed deep hatred of Jews and said he had acted to “support the Palestinian cause,” according to French antiterrorism prosecutors.', 'web_url'"
117,117," 'The strikes, in eastern Lebanon and the Israeli-controlled Golan Heights, underscored how months of talks have failed to stop either the war in Gaza or the related conflict along the Lebanese border.', 'web_url'"
118,118," 'The war in Gaza has been going on for almost a year. Why have Israel and Hamas not reached a cease-fire?', 'web_url'"
119,119," 'Leaning into the powerful marketing of the vice president as a bastion of hope requires enormous amnesia.', 'web_url'"
120,120," 'It was unclear if Ayatollah Ali Khamenei’s comments signaled any shift in Iran’s stance, but the country’s new president has called for an accord that would relieve Western sanctions against it.', 'web_url'"
121,121," 'The orchestra faced criticism for canceling a performance by a pianist who spoke about the war. Now a top leader has departed and the ensemble has opened an inquiry.', 'web_url'"
122,122," 'Protests over military conscription highlight the rising tensions surrounding a court order overturning a decades-long exemption for the religious community.', 'web_url'"
123,123," 'As the Israeli military ordered people to leave parts of central and southern Gaza, a surgeon said that hospital workers were asking, “Where can we go, what are we going to do?”', 'web_url'"
124,124," 'Mr. al-Qadi, a member of Israel’s Bedouin minority, was working as an unarmed guard at a kibbutz near the Gaza border when he was abducted, a member of his family said. His family was overjoyed at his return.', 'web_url'"
125,125," 'Jon Polin and Rachel Goldberg, whose 23-year-old son is being held by Hamas, told Democratic convention attendees that there was a “surplus of agony” in the war in Gaza.', 'web_url'"
126,126," 'The bodies were retrieved in an overnight operation in southern Gaza, the Israeli military said. Five of the hostages were already known to have died in captivity.', 'web_url'"
127,127," 'The comments from an Islamic Revolutionary Guards Corps leader suggested that a widely feared regional conflict might be averted, at least for the moment.', 'web_url'"
128,128," 'Israeli police officers scuffled with groups of ultra-Orthodox men protesting against military conscription in front of a draft center in Jerusalem.', 'web_url'"
129,129," 'Kamala Harris needs to do more to assure voters on Gaza.', 'web_url'"
130,130," 'Pro-Palestinian protesters won council elections, and have refused to fund campus groups, like the men’s Ultimate Frisbee team, unless their divestment demands are met.', 'web_url'"
131,131," 'They were skeptical and even suspicious of Ms. Harris before the convention. Her speech shifted some of their thinking.', 'web_url'"
132,132," 'The demonstration was among several protests during the convention so far. The police said they would not tolerate violence.', 'web_url'"
133,133," 'UNICEF is pushing for a pause in the fighting to allow health workers to get two doses to every child, after Gaza recorded its first polio case in 25 years.', 'web_url'"
134,134," 'Four days of high-level meetings failed to achieve a breakthrough, but people briefed on the talks said discussions on technical issues would take place in the coming days.', 'web_url'"
135,135," 'The president of the International Federation of Red Cross and Red Crescent Societies makes an impassioned plea for protecting humanitarian aid workers.', 'web_url'"
136,136," 'The statement by the secretary of state put new pressure on Hamas, whose officials have called the proposal fundamentally slanted toward Israel.', 'web_url'"
137,137," 'Hala Khattab, a 36-year-old teacher, died alongside her 9-year-old quadruplets, a 15-year-old son and a baby daughter. Their deaths came as U.S. Secretary of State Antony J. Blinken arrived in Israel in another effort to broker a cease-fire.', 'web_url'"
138,138," 'A Palestinian teacher and all her children were killed in a strike in Deir al-Balah that the Israeli military said had targeted “a significant Islamic Jihad terrorist.”', 'web_url'"
139,139," 'Tensions in the region had been high for weeks before Israel and Hezbollah began more intense cross-border attacks early Sunday.', 'web_url'"
140,140," 'Prime Minister Benjamin Netanyahu cautioned that the negotiations were “very complex,” as the secretary of state flew to Israel to try to clinch a deal.', 'web_url'"
141,141," 'Politicians quickly condemned the attack, at a time when antisemitic incidents have been on the rise in France. A suspect has been arrested in the case.', 'web_url'"
142,142," 'Fighting has raged in Gaza even as the United States, Qatar and Egypt have pushed for a deal, with Israeli strikes overnight killing dozens, according to health officials in Gaza.', 'web_url'"
143,143," 'The longstanding Leahy law can — and should — change Middle East policy.', 'web_url'"
144,144," 'The strike came as tensions between the two countries were running high over the Gaza war. Negotiators are pushing for a truce in Gaza, hoping to avert a wider regional conflagration.', 'web_url'"
145,145," 'Residents of the village in the Israeli-occupied West Bank say one Palestinian man was killed by rampaging settlers. Israel’s military confirmed the village was attacked.', 'web_url'"
146,146," 'In Ein al-Hilweh, Lebanon, long mired in poverty and despair, Hamas recruitment is up and the downtrodden air has given way to defiance and celebration.', 'web_url'"
147,147," 'Relatives of hostages being held in Gaza and some communities on Israel’s southern border argue the Israeli government should focus on freeing their loved ones.', 'web_url'"
148,148," 'The militant group has vowed to retaliate against Israel for the assassination of a commander. But if that leads to an all-out war, Lebanon may turn against it.', 'web_url'"
149,149," 'The Palestinian Authority said one person had been killed. The Israeli military said it was investigating and condemned the attack, as did the Israeli prime minister.', 'web_url'"
150,150," 'Harris campaign officials and Democratic leaders have stepped up outreach to Arab and Jewish voters before the event, but large protests are still expected.', 'web_url'"
151,151," 'Dozens of Israeli settlers attacked the West Bank village of Jit, killing one person and leaving another one critically injured, according to Palestinian officials.', 'web_url'"
152,152," 'Pro-Palestinian organizers predicted overwhelming turnout that would take their case directly to the Democrats. Protesters gathered, but they did not steal the show.', 'web_url'"
153,153," 'With her party torn between pro-Israel Democrats and younger progressives, she’s looking for a way to quiet one major issue until after the election.', 'web_url'"
154,154," 'The assertion raised new questions about how the Israeli hostages died. An Israeli military spokesperson stressed that it was too soon to determine whether gunshot wounds were the cause of death.', 'web_url'"
155,155," 'Sabrene Odeh, 29, an uncommitted delegate from Washington State, said the group is pushing for a speaker of Palestinian descent address the Democratic National Convention from the main stage.', 'web_url'"
156,156," 'Mayor Eric Adams is a strong supporter of Israel. One of his primary opponents, Brad Lander, the comptroller, calls himself a “progressive Zionist.”', 'web_url'"
157,157," 'The incident appeared to be the most serious in weeks involving commercial shipping off Yemen’s coast. It was not clear whether any oil was leaking.', 'web_url'"
158,158," 'In one attack, a Jordanian man living in Orlando broke into an energy plant in Wedgefield, Fla., where he smashed equipment, causing about $700,000 in damage.', 'web_url'"
159,159," 'Extended families, hospital staff and volunteers are stepping in to care for Gaza’s many newly orphaned children, some of whom are injured, traumatized and haunted by memories of their parents.', 'web_url'"
160,160," 'delegates from Uncommitted, a movement calling for a permanent cease-fire in Gaza and an arms embargo on Israel, are demanding that a speaker of Palestinian descent address the convention from the main stage, as relatives of a hostage being held in Gaza spoke on Wednesday evening.', 'web_url'"
161,161," 'At least 55 demonstrators protesting the Democratic convention were detained on Tuesday after scuffling with the police outside Israel’s consulate. Hundreds more marched Wednesday.', 'web_url'"
162,162," 'Aides to the two men, who met last month at Mar-a-Lago, had denied that such a call had taken place.', 'web_url'"
163,163," 'Israel has severely set back Hamas but will never be able to completely eliminate the group, U.S. officials said.', 'web_url'"
164,164," 'The Biden administration is pushing for a deal between Israel and Hamas with renewed urgency after months of lagging talks. Here’s a closer look at what the main differences appear to be.', 'web_url'"
165,165," 'An advocacy group, Peace Now, said that Israel was accelerating new claims over West Bank land in a bid to prevent the establishment of a Palestinian state.', 'web_url'"
166,166," 'Israeli and Hamas officials have downplayed the idea that a deal could be imminent, saying that mediators’ efforts have not resolved major disputes.', 'web_url'"
167,167," 'A nonprofit had argued that a video from Gaza should be disqualified, accusing the reporter of having a history of “spreading antisemitism and condoning violence.”', 'web_url'"
168,168," 'A community of learners is guided by the spirit of inquiry.', 'web_url'"
169,169," 'Prosecutors argued in court that pro-Palestinian activists had vandalized a site belonging to Elbit, an arms manufacturer, and had committed offenses with a “terrorist connection.”', 'web_url'"
170,170," 'The country made five new demands, according to documents detailing its newest negotiating positions.', 'web_url'"
171,171," 'Plus, the legacy of the talk show pioneer Phil Donahue.', 'web_url'"
172,172," 'After meetings in Israel, Secretary of State Antony J. Blinken was pressing Hamas’s leadership through intermediaries to continue talks on the deal.', 'web_url'"
173,173," 'The split between Democratic voters and the party over Israel is deep and has been widening for decades. One election won’t change that.', 'web_url'"
174,174," 'Joshua Leifer’s “Tablets Shattered” is both a history of Judaism in America and a cri de coeur from a heartbroken member of the tribe.', 'web_url'"
175,175," 'Debates over how to describe conflicts in Gaza, Myanmar and elsewhere are channeling a controversy as old as the word itself.', 'web_url'"
176,176," 'As he campaigns for his wife, Kamala Harris, Mr. Emhoff has said he will make fighting antisemitism a top priority if he becomes the nation’s first first gentleman.', 'web_url'"
177,177," 'Two other House Democrats who are part of the left-wing “squad” lost primary contests this summer after an influx of spending by pro-Israel groups.', 'web_url'"
178,178," 'Protesters critical of the war in Gaza pushed through barricades at the Democratic National Convention prompting law enforcement to step in.', 'web_url'"
179,179," 'In a prime-time speech, Representative Alexandria Ocasio-Cortez gave a forceful endorsement of Kamala Harris.', 'web_url'"
180,180," 'The two groups described the attack as a suicide bombing, but an Israeli statement did not. If confirmed, it would be the first suicide bombing in Israel in roughly eight years.', 'web_url'"
181,181," 'The boundaries of First Amendment rights and the government’s duty to maintain public order threaten to collide this week.', 'web_url'"
182,182," 'A protest in Chicago on Monday, which was expected to be one of the largest of the week, drew fewer demonstrators than organizers had hoped for.', 'web_url'"
183,183," 'Tehran is under pressure to avenge the assassination of Ismail Haniyeh, but analysts said it is balancing multiple factors as it weighs a response.', 'web_url'"
184,184," 'Plus, a hospital system gets into show business.', 'web_url'"
185,185," 'Israeli officials defended the attack on a former school compound, saying Hamas was using it as a base for military operations in Gaza City.', 'web_url'"
186,186," 'The party is calling for tax increases on corporations and the rich while also focusing on working families, infrastructure, climate change and abortion rights.', 'web_url'"
187,187," 'Activists are pushing for policy changes on Gaza as Democrats hold their convention. Chicago officials are confident they will avoid a repeat of the chaos that unfolded in 1968.', 'web_url'"
188,188," 'Three new court rulings make it clear that chaos on campus has legal consequences.', 'web_url'"
189,189," 'Prime Minister Benjamin Netanyahu accused Yoav Gallant of embracing an “anti-Israel narrative” in a disagreement over how to prosecute the war.', 'web_url'"
190,190," 'Palestinians looked through rubble after a deadly Israeli airstrike hit a school turned shelter in northern Gaza.', 'web_url'"
191,191," 'If having a “commitment” to Israel is a barrier to the Democratic presidential ticket, then it bodes ominously for future Jewish participation in Democratic Party politics.', 'web_url'"
192,192," 'A 9-year-old Palestinian boy lost his mother, father and two siblings in an Israeli airstrike early in the Gaza war. Within months, he, too, was killed.', 'web_url'"
193,193," 'Schools in Gaza have taken in tens of thousands of people seeking safety. Israel, arguing that Hamas uses the shelters, has struck school grounds repeatedly.', 'web_url'"
194,194," 'Students in Denver behind one of the longest-running encampments in protest of the Israel-Hamas war disbanded the camp in May. They spent the rest of the summer planning for what comes next.', 'web_url'"
195,195," 'The Israeli military claimed Hamas militants had regrouped in the southern city.', 'web_url'"
196,196," 'The Gazan health authorities said the attack had killed dozens of people, including women and children.', 'web_url'"
197,197," 'Israel advised people to stock up on food and water in fortified safe rooms, while Prime Minister Benjamin Netanyahu told soldiers that Israel is “prepared for defense, as well as offense.”', 'web_url'"
198,198," 'Top officials from the U.S., Israel, Egypt and Qatar ended two days of talks in Doha aimed at trying to resolve remaining disagreements between Israel and Hamas.', 'web_url'"
199,199," 'The United States, Egypt and Qatar are trying to restart peace talks between Hamas and Israel, while Israel carries on its operation in Gaza and braces for attacks by Iran and Hezbollah.', 'web_url'"
0,0," 'A 10-day raid by Israeli troops into the occupied territory has been one of the most devastating in years, with at least 39 people killed, according to Palestinian officials.', 'web_url'"
1,1," 'The body of Aysenur Ezgi Eygi, a Turkish American dual citizen, was being sent to Turkey for her funeral. Her fatal shooting by Israeli forces has sparked outrage in both countries.', 'web_url'"
2,2," 'UNRWA, the U.N. agency for Palestinian refugees, has survived 75 years of Israeli-Palestinian strife. Can it survive the latest conflict?', 'web_url'"
3,3," 'The fourth recording in as many days of a hostage killed in Gaza has added to pressure on the Israeli government to reach a cease-fire deal with Hamas.', 'web_url'"
4,4," 'Health workers have reached many vulnerable children. But for the effort to be considered a success, they must also be able to administer a booster round of vaccinations in a few weeks.', 'web_url'"
5,5," 'MoMA’s centenary exhibition of the artist revered for a groundbreaking book makes the case for his later work.', 'web_url'"
6,6," 'As an Israeli offensive against Palestinian militant groups stretched to a 10th day, residents said many people were trapped in their homes out of fear.', 'web_url'"
7,7," 'Cairo will receive its full military aid allotment of $1.3 billion after the secretary of state also said it had made progress on releasing political prisoners and protecting Americans.', 'web_url'"
8,8," 'The political arm of the Muslim Brotherhood won a sizable share of seats in Parliament, though not enough to challenge the government’s pro-Western tilt.', 'web_url'"
9,9," 'The operation killed 21 people, including children, and caused widespread destruction of streets, homes and businesses, according to Palestinian news media and residents.', 'web_url'"
10,10," 'The Noguchi Museum said the headscarves, a symbol of Palestinian identity, violated a dress code that recently banned “political messages, slogans or symbols.”', 'web_url'"
11,11," 'In his first extensive remarks on the death of Aysenur Eygi, the U.S. president called for accountability from Israel.', 'web_url'"
12,12," 'In a region in turmoil, Tehran’s ties to its neighbor are more important than ever.', 'web_url'"
13,13," 'The large size of the two craters left in the aftermath of the attack suggest that Israel used the powerful bombs, according to experts and a New York Times analysis.', 'web_url'"
14,14," 'The Muslim Brotherhood has campaigned on opposition to the Gaza war, but analysts say it won’t be as decisive a factor in parliamentary elections as high unemployment.', 'web_url'"
15,15," 'In a separate incident, a 13-year-old Palestinian girl was also fatally shot, part of the rising toll of West Bank violence during the war in Gaza.', 'web_url'"
16,16," 'Release of the video of Carmel Gat, 40, and Alexander Lobanov, 32, appears designed to inflame divisions in Israel.', 'web_url'"
17,17," 'Captives should not be ransomed at the cost of creating more hostages.', 'web_url'"
18,18," 'Six hostages who were found dead in Gaza recently had been held in narrow tunnels and suffered from malnutrition, family members said, citing an Israeli military investigation.', 'web_url'"
19,19," 'Residents, already forced to flee their homes by intense bombardment, want to avoid becoming a target for Israeli forces hunting Hamas.', 'web_url'"
20,20," 'Syria accused Israel of carrying out the attacks in and around Masyaf, where experts say missiles and unconventional weapons are developed. Israel did not comment.', 'web_url'"
21,21," 'Here’s what Vice President Harris and former President Donald J. Trump have done and want to do on abortion, crime, democracy, the economy, immigration, Israel and Gaza, and Social Security and Medicare.', 'web_url'"
22,22," 'Aysenur Ezgi Eygi, a 26-year-old from the Seattle area, was shot and killed, when Israeli forces opened fire during a protest she was attending in a village in the West Bank, witnesses and Palestinian officials said.', 'web_url'"
23,23," 'The increased Palestinian attacks, coupled with the expansion of Israeli military raids and increased settler violence, have created a spiral of violence that analysts say is set to worsen.', 'web_url'"
24,24," 'It was reminder of the perilous situation facing dozens of remaining hostages still thought to be alive in the war-ravaged Gaza Strip.', 'web_url'"
25,25," 'Israeli operations in the occupied West Bank entered their seventh day on Tuesday, leaving a trail of destruction.', 'web_url'"
26,26," 'Britain’s foreign secretary, David Lammy, said there was a “clear risk” some weapons might be used to commit “a serious violation of international humanitarian law.”', 'web_url'"
27,27," 'Some say they will reluctantly stomach a postwar Israeli military presence in the territory if that allows them to go home. Others worry about another long-term occupation.', 'web_url'"
28,28," 'Ms. Yerushalmi, 24, was one of six captives whose bodies the Israeli military recovered from Gaza over the weekend. It was not clear when the video was taken.', 'web_url'"
29,29," 'The Israeli military said Sunday that Hamas had killed the hostages before they were discovered by Israeli troops on Saturday.', 'web_url'"
30,30," 'In strikes and protests, many Israelis are pushing their government to prioritize the release of hostages above the immediate defeat of Hamas. But Prime Minister Benjamin Netanyahu has refused to change course.', 'web_url'"
31,31," 'With witnesses and Palestinian officials accusing Israeli soldiers of firing the fatal shots, “an Israeli investigation is not adequate,” the family said in a statement.', 'web_url'"
32,32," 'More than 60 living hostages, and the bodies of about 35 others taken captive on Oct. 7, 2023, are still in Gaza, the Israeli authorities say.', 'web_url'"
33,33," 'The union, which predates Israel’s founding, led a strike last year that helped force Prime Minister Benjamin Netanyahu to suspend a plan to overhaul the judiciary.', 'web_url'"
34,34," 'Appearing together publicly for the first time in the history of their agencies, the heads of the U.S. and British intelligence services discussed Ukraine’s incursion into Russia and the war in Gaza.', 'web_url'"
35,35," 'Yahya Sinwar, the group’s political chief, was charged with carrying out the attacks that resulted in the killing of at least 43 Americans. Five other Hamas senior leaders were also charged.', 'web_url'"
36,36," 'Demonstrations spread across cities around the country after the Israeli military said it had recovered the bodies of six hostages killed in Gaza.', 'web_url'"
37,37," 'In 2016, the global health authorities removed a type of poliovirus from the oral vaccine. The virus caused a growing number of outbreaks and has now arrived in Gaza.', 'web_url'"
38,38," 'Hersh Goldberg-Polin was among the hostages whose bodies were found on Saturday. Many remembered him as a gleeful and good-humored person — who later became a symbol of hope.', 'web_url'"
39,39," 'Plus, the U.S. coffee wars are heating up.', 'web_url'"
40,40," 'The Israeli military asked the public not to speculate, but many Israelis assumed the announcement referred to dead hostages. The news amplified calls for a cease-fire and hostage-release deal.', 'web_url'"
41,41," 'In his first news conference since the bodies of six killed hostages were recovered, Prime Minister Benjamin Netanyahu refused to budge on his conditions for any truce in Gaza.', 'web_url'"
